term,degree,closeness,is_alpha,usable_term
sign,101,0.45970046549281524,True,True
obama,96,0.4510733790090358,True,True
change,85,0.46064440895378606,True,True
turn,70,0.44569634535197444,True,True
deal,66,0.42514307105589483,True,True
climate,65,0.41827313951614753,True,True
bear,53,0.4264901657043609,True,True
paris,53,0.4010735884871761,True,True
agreement,51,0.41288434446716654,True,True
mark,48,0.4068932778001702,True,True
prince,47,0.3998820448493651,True,True
fight,45,0.39822572868726713,True,True
face,41,0.4010735884871761,True,True
landmark,40,0.4010735884871761,True,True
raise,40,0.3991705109617328,True,True
reef,38,0.40420509398287174,True,True
share,38,0.40251284777600566,True,True
visit,38,0.3892431934537197,True,True
china,37,0.4154330132601738,True,True
boost,36,0.3944909035647605,True,True
pass,35,0.39964458520277996,True,True
forget,35,0.3899197459336509,True,True
campaign,34,0.394028970422413,True,True
america,34,0.38722754975919527,True,True
accord,33,0.394028970422413,True,True
follow,33,0.3903720890263814,True,True
signing,33,0.3854533112723262,True,True
start,33,0.3826045943612743,True,True
stop,33,0.37018783359817464,True,True
welcome,32,0.38745047868824495,True,True
cast,32,0.3843526450493897,True,True
think,32,0.37100412430070645,True,True
drop,31,0.4020319483162972,True,True
protect,31,0.3683642482109915,True,True
carry,30,0.3984615047255663,True,True
press,30,0.3797976757796171,True,True
effort,29,0.40251284777600566,True,True
country,28,0.3887934612833515,True,True
declare,28,0.371618708714236,True,True
appeal,28,0.3555211206980885,True,True
fall,27,0.38282223064930687,True,True
work,27,0.3793694935070358,True,True
coward,26,0.38347662762477575,True,True
create,25,0.3865602995298572,True,True
year,25,0.38325824685733567,True,True
world,25,0.3743056070531043,True,True
crowd,24,0.39752007175515736,True,True
earth,24,0.3808723720891236,True,True
nation,24,0.3714136211266454,True,True
reject,24,0.36202338971569736,True,True
water,24,0.3610522969321252,True,True
rousseff,24,0.3516204187468555,True,True
study,23,0.3817365181403752,True,True
smile,23,0.3810880416089929,True,True
race,23,0.37851601883097946,True,True
point,23,0.3780907199334166,True,True
notice,23,0.3759784812745706,True,True
pummel,23,0.3747224284418048,True,True
tribute,23,0.3641782908449575,True,True
ceremony,23,0.36241329105087855,True,True
reshape,23,0.3604721379118808,True,True
support,22,0.3885689846890771,True,True
trump,22,0.38745047868824495,True,True
inject,22,0.38065694653929943,True,True
death,22,0.37851601883097946,True,True
struggle,22,0.37724298289320707,True,True
inspire,22,0.37264755342274725,True,True
time,22,0.3714136211266454,True,True
meet,22,0.3707997143148658,True,True
come,22,0.36477045066746966,True,True
light,22,0.35439783121720986,True,True
solution,22,0.352541373222358,True,True
want,22,0.3478043831945641,True,True
hold,21,0.3998820448493651,True,True
respect,21,0.3865602995298572,True,True
hunt,21,0.38325824685733567,True,True
site,21,0.37958346389254455,True,True
ratify,21,0.3714136211266454,True,True
lawmaker,21,0.37039156933488243,True,True
worry,21,0.36358805050323145,True,True
environmental,21,0.36202338971569736,True,True
gather,21,0.3616343264274484,True,True
dominate,21,0.3538388441017253,True,True
refugee,21,0.351070152050851,True,True
choir,20,0.3793694935070358,True,True
homage,20,0.3793694935070358,True,True
tell,20,0.3789422756089423,True,True
view,20,0.3734747400008221,True,True
mean,20,0.3649682654454889,True,True
blatter,20,0.36378458458458457,True,True
yield,19,0.3768205383434946,True,True
urge,19,0.3751401791981502,True,True
agree,19,0.3707997143148658,True,True
fuel,19,0.37039156933488243,True,True
arrive,19,0.3610522969321252,True,True
defend,19,0.35950933839822724,True,True
captain,19,0.3536529067164905,True,True
woman,19,0.35346716464363526,True,True
april,19,0.3530962652053942,True,True
leader,19,0.352356796587163,True,True
seek,19,0.347984220000766,True,True
brazil,19,0.3378521493380931,True,True
score,18,0.3845722751322751,True,True
pact,18,0.38065694653929943,True,True
push,18,0.3659605663303325,True,True
compensate,18,0.36358805050323145,True,True
discover,18,0.3612460984871076,True,True
find,18,0.3600863999365872,True,True
overlook,18,0.3597014866282638,True,True
charge,18,0.35855166834388996,True,True
people,18,0.3263828717174983,True,True
influence,17,0.3847921563644834,True,True
happen,17,0.36576167471819643,True,True
need,17,0.36556299917516644,True,True
fill,17,0.36319561871639583,True,True
calper,17,0.3591256571405984,True,True
agenda,17,0.354211306042885,True,True
obstacle,17,0.354211306042885,True,True
step,17,0.3538388441017253,True,True
arrest,17,0.3512533828191448,True,True
volcanism,17,0.34870543081942046,True,True
short,17,0.34655071137048477,True,True
react,16,0.36319561871639583,True,True
planet,16,0.3622182354582785,True,True
stampede,16,0.35328161757558085,True,True
temple,16,0.3499747693611448,True,True
victim,16,0.34127864172488914,True,True
attract,16,0.33938551764068653,True,True
archive,16,0.33283950617283947,True,True
repr,16,0.32386981784479374,True,True
number,15,0.3881208082361485,True,True
production,15,0.3732675992687085,True,True
activist,15,0.35665155351429856,True,True
report,15,0.35514590051793216,True,True
target,15,0.3549585872792624,True,True
crisis,15,0.35439783121720986,True,True
covenant,15,0.35328161757558085,True,True
bomb,15,0.3519882225321556,True,True
impeach,15,0.34214615225291384,True,True
city,15,0.3368375783190598,True,True
save,14,0.37618864252737927,True,True
greet,14,0.37264755342274725,True,True
correct,14,0.37223533267781056,True,True
pledge,14,0.366558541111918,True,True
scientist,14,0.35702996365065326,True,True
celebrate,14,0.35514590051793216,True,True
loss,14,0.354771471524239,True,True
slam,14,0.3530962652053942,True,True
oxfam,14,0.34834445211256804,True,True
shut,14,0.3349932710211456,True,True
harvester,14,0.33120151647710705,True,True
crew,14,0.324181831156783,True,True
franken,14,0.30315382048715384,True,True
house,13,0.3663589991733704,True,True
love,13,0.36378458458458457,True,True
late,13,0.3591256571405984,True,True
moment,13,0.3575990868658243,True,True
fraught,13,0.3549585872792624,True,True
global,13,0.354211306042885,True,True
energy,13,0.3476247321701867,True,True
president,13,0.3463723527954099,True,True
cuomo,13,0.34566075063250207,True,True
pipeline,13,0.34566075063250207,True,True
cross,13,0.34566075063250207,True,True
spot,13,0.3449520663667255,True,True
reach,13,0.3442462820877143,True,True
trial,13,0.3409328680250666,True,True
earthquake,13,0.3405877942720048,True,True
uplift,13,0.3371750909225859,True,True
watch,13,0.3370062501159146,True,True
heal,13,0.3366690752783799,True,True
beat,13,0.33599674562230725,True,True
version,13,0.33466011013499825,True,True
debate,13,0.333830099941211,True,True
miss,13,0.33185477390605594,True,True
close,13,0.3305508258749909,True,True
question,13,0.3294182484001377,True,True
suspend,13,0.3279734315211898,True,True
monk,13,0.3240257493892544,True,True
cheer,13,0.32017197025760297,True,True
content,13,0.3133154010621422,True,True
magnifie,12,0.37493118745486437,True,True
away,12,0.37493118745486437,True,True
royal,12,0.37223533267781056,True,True
trade,12,0.3626085568326948,True,True
curb,12,0.35989384036442856,True,True
signed,12,0.3555211206980885,True,True
surprising,12,0.3527261433341098,True,True
friend,12,0.34942963732164145,True,True
asia,12,0.347984220000766,True,True
resolve,12,0.3478043831945641,True,True
improve,12,0.34548330671533956,True,True
camp,12,0.3442462820877143,True,True
ballerina,12,0.3442462820877143,True,True
park,12,0.34371883630310596,True,True
unravel,12,0.3428433425784419,True,True
relationship,12,0.3371750909225859,True,True
threaten,12,0.33169121807860097,True,True
project,12,0.32654123313026756,True,True
hamlet,12,0.3223187171846176,True,True
silencer,12,0.3176033418978204,True,True
operation,12,0.3122976712211051,True,True
attack,12,0.3122976712211051,True,True
amazon,12,0.3012540203587652,True,True
carbon,12,0.2977882661422484,True,True
plaza,11,0.3730606881826394,True,True
tick,11,0.3707997143148658,True,True
signs,11,0.3612460984871076,True,True
offend,11,0.3572194700007863,True,True
sheet,11,0.35439783121720986,True,True
quote,11,0.3499747693611448,True,True
movement,11,0.3497928697928698,True,True
shareholder,11,0.34942963732164145,True,True
warn,11,0.34566075063250207,True,True
soldier,11,0.34566075063250207,True,True
moon,11,0.3428433425784419,True,True
iran,11,0.34127864172488914,True,True
premier,11,0.34127864172488914,True,True
policy,11,0.33870230572797255,True,True
review,11,0.3378521493380931,True,True
niro,11,0.3371750909225859,True,True
collapse,11,0.3232475895684349,True,True
path,11,0.3176033418978204,True,True
wootton,11,0.3150755999445138,True,True
driver,11,0.2791379019002412,True,True
large,10,0.354211306042885,True,True
renew,10,0.3518042245067859,True,True
matter,10,0.3516204187468555,True,True
student,10,0.3490671584447518,True,True
million,10,0.34834445211256804,True,True
public,10,0.34834445211256804,True,True
director,10,0.34389447188629607,True,True
probe,10,0.34197229750075275,True,True
crop,10,0.34127864172488914,True,True
picture,10,0.3349932710211456,True,True
ratification,10,0.333830099941211,True,True
transparent,10,0.33349924751312265,True,True
globe,10,0.3325106133801786,True,True
understand,10,0.3325106133801786,True,True
require,10,0.33218236993162953,True,True
home,10,0.33169121807860097,True,True
manager,10,0.33120151647710705,True,True
problem,10,0.32893523044060674,True,True
castle,10,0.3284536268821286,True,True
speech,10,0.32749463819050195,True,True
australia,10,0.32543591947847267,True,True
black,10,0.3244944462302225,True,True
london,10,0.3244944462302225,True,True
warm,10,0.32247315835241086,True,True
shakespeare,10,0.32124175727039683,True,True
buddhist,10,0.31986762427827065,True,True
navajo,10,0.3195638563539798,True,True
goal,10,0.31926066483941246,True,True
future,10,0.31730385736986394,True,True
chinese,10,0.31360740050395225,True,True
image,10,0.3085747278686297,True,True
secretary,9,0.3538388441017253,True,True
earnings,9,0.35052160493827156,True,True
vibrant,9,0.34249439261144093,True,True
historic,9,0.34127864172488914,True,True
alarm,9,0.33870230572797255,True,True
data,9,0.3368375783190598,True,True
impending,9,0.3368375783190598,True,True
talk,9,0.33633257445351394,True,True
track,9,0.3356615867738062,True,True
punish,9,0.334327611267502,True,True
onion,9,0.33185477390605594,True,True
dormitzer,9,0.32861400462962964,True,True
troubled,9,0.3244944462302225,True,True
focus,9,0.3243380633645694,True,True
robot,9,0.32247315835241086,True,True
mining,9,0.32139516785171035,True,True
serbian,9,0.32124175727039683,True,True
anniversary,9,0.3188069547520045,True,True
threat,9,0.3179033922916776,True,True
permit,9,0.31419303523878683,True,True
trouble,9,0.3124426562123869,True,True
party,9,0.308857953869427,True,True
commit,9,0.3082920208343937,True,True
chart,9,0.3075875143882456,True,True
envoy,9,0.30632748360559015,True,True
churchill,9,0.30152396123722286,True,True
emit,9,0.3012540203587652,True,True
bernie,9,0.292864004125971,True,True
distracted,9,0.2850493356550112,True,True
lesson,9,0.2675950224578455,True,True
clue,9,0.2378097107708415,True,True
young,8,0.3738897119341564,True,True
soften,8,0.35346716464363526,True,True
combat,8,0.35033913663793936,True,True
horse,8,0.3440702870559721,True,True
fans,8,0.3440702870559721,True,True
daimler,8,0.34145179172069073,True,True
theater,8,0.339043567496968,True,True
mcdonald,8,0.33734410099322376,True,True
little,8,0.33549425796684024,True,True
anti,8,0.3325106133801786,True,True
depoliticize,8,0.33218236993162953,True,True
children,8,0.33169121807860097,True,True
witness,8,0.3295795697754561,True,True
justice,8,0.32765408056547296,True,True
draghi,8,0.3266997482919813,True,True
tech,8,0.3240257493892544,True,True
johnson,8,0.3230924058960545,True,True
violence,8,0.31971566816222396,True,True
poor,8,0.315666736154541,True,True
germany,8,0.3131696051565758,True,True
plan,8,0.31215282072424927,True,True
curt,8,0.310711671967443,True,True
texas,8,0.31028191861755716,True,True
clean,8,0.3087162759089364,True,True
undermine,8,0.3085747278686297,True,True
google,8,0.30577077759267673,True,True
fatal,8,0.30480139559849706,True,True
rival,8,0.30342717830544697,True,True
affect,8,0.30085001407308065,True,True
syrian,8,0.2967378666144098,True,True
panel,8,0.2937588308518033,True,True
fear,8,0.2935026085832889,True,True
taint,8,0.2883468215430512,True,True
landless,8,0.2867496725528255,True,True
friday,8,0.2857755760006291,True,True
jeer,8,0.2770693624872299,True,True
user,8,0.2770693624872299,True,True
australian,8,0.27458240778518217,True,True
donald,7,0.3472659863165539,True,True
queen,7,0.34548330671533956,True,True
plunge,7,0.33599674562230725,True,True
white,7,0.3349932710211456,True,True
huge,7,0.3349932710211456,True,True
foster,7,0.33103860377839717,True,True
nepal,7,0.3308758512691649,True,True
starting,7,0.32861400462962964,True,True
illegally,7,0.3279734315211898,True,True
division,7,0.32654123313026756,True,True
hero,7,0.324181831156783,True,True
graham,7,0.324181831156783,True,True
weekend,7,0.32386981784479374,True,True
boris,7,0.31611154602230224,True,True
mayor,7,0.31611154602230224,True,True
protester,7,0.3152231763379304,True,True
surround,7,0.31492816166658,True,True
ground,7,0.3118635224659321,True,True
area,7,0.31171907433139484,True,True
sustainable,7,0.31143057912146294,True,True
productivity,7,0.3080098313416391,True,True
waste,7,0.3080098313416391,True,True
fund,7,0.3070262233035955,True,True
proposal,7,0.3053545741749008,True,True
trudeau,7,0.30480139559849706,True,True
cruz,7,0.3035640421657562,True,True
american,7,0.3007155860060239,True,True
result,7,0.2993778832212996,True,True
dicaprio,7,0.2989788900406404,True,True
elsinore,7,0.29752496970887776,True,True
greenhouse,7,0.29504668192962796,True,True
sunedison,7,0.2946591425050269,True,True
reunite,7,0.2942726197995109,True,True
hsbc,7,0.2936306638226359,True,True
board,7,0.27971798897817185,True,True
solar,7,0.27224979024331775,True,True
heat,7,0.2634056678988186,True,True
wave,7,0.2619702146677624,True,True
india,7,0.23182965259437874,True,True
aspiration,6,0.3476247321701867,True,True
minneapolis,6,0.3378521493380931,True,True
tonne,6,0.3375132805824882,True,True
congo,6,0.3375132805824882,True,True
forest,6,0.3375132805824882,True,True
wisdom,6,0.3370062501159146,True,True
triumph,6,0.3370062501159146,True,True
superstar,6,0.33516010033938315,True,True
profit,6,0.3344937780723069,True,True
breakingviews,6,0.3339957724473854,True,True
obamas,6,0.3339957724473854,True,True
success,6,0.333830099941211,True,True
latinos,6,0.33218236993162953,True,True
society,6,0.32781367826667385,True,True
nationalist,6,0.32386981784479374,True,True
celeb,6,0.32262774759419055,True,True
wild,6,0.3210884930732259,True,True
mere,6,0.3174535290006988,True,True
torch,6,0.3124426562123869,True,True
remarkable,6,0.31013893155828637,True,True
francisco,6,0.3085747278686297,True,True
dubai,6,0.3080098313416391,True,True
josh,6,0.30772815797049907,True,True
russian,6,0.30493950225712796,True,True
degree,6,0.30342717830544697,True,True
left,6,0.30247257594673327,True,True
erosion,6,0.30192978083511957,True,True
thousand,6,0.30098456237991117,True,True
vice,6,0.2972621384635519,True,True
increase,6,0.29660708747531134,True,True
schille,6,0.2936306638226359,True,True
partnership,6,0.2922281725929142,True,True
credibility,6,0.2922281725929142,True,True
racial,6,0.2917214917561688,True,True
weather,6,0.2917214917561688,True,True
national,6,0.2912165648989535,True,True
machine,6,0.28958755657550833,True,True
mourn,6,0.28908998345424464,True,True
scientific,6,0.2876074707185818,True,True
capture,6,0.2846875979194084,True,True
sarandon,6,0.27764087519863095,True,True
bipartisan,6,0.27764087519863095,True,True
coke,6,0.2768414156649451,True,True
phone,6,0.2768414156649451,True,True
comedian,6,0.27570728450695675,True,True
developer,6,0.27104368968243314,True,True
past,6,0.2617664260915914,True,True
brutal,6,0.2617664260915914,True,True
valuable,6,0.24889108042954194,True,True
mineral,6,0.2367222938731908,True,True
journalism,5,0.3458383769175136,True,True
cameron,5,0.33972815824405933,True,True
despair,5,0.3375132805824882,True,True
researcher,5,0.3358290825755896,True,True
mother,5,0.3344937780723069,True,True
hypocrite,5,0.33416160947441975,True,True
trauma,5,0.33416160947441975,True,True
paisley,5,0.333830099941211,True,True
cheat,5,0.33349924751312265,True,True
anglo,5,0.33103860377839717,True,True
warming,5,0.32974104923149505,True,True
competitive,5,0.32893523044060674,True,True
school,5,0.3287745390725361,True,True
vote,5,0.3287745390725361,True,True
charter,5,0.3287745390725361,True,True
memorial,5,0.32813334055654875,True,True
local,5,0.32781367826667385,True,True
shattering,5,0.32749463819050195,True,True
noaa,5,0.3266997482919813,True,True
mercosur,5,0.3234029223841814,True,True
obvious,5,0.3230924058960545,True,True
sheriff,5,0.3217024290064443,True,True
crucial,5,0.31775329626132265,True,True
uncertainty,5,0.31700493710856403,True,True
resident,5,0.31433978583908523,True,True
gigantic,5,0.31287842002858274,True,True
olympic,5,0.3109988361744369,True,True
skepticism,5,0.31085518775126164,True,True
ultra,5,0.310711671967443,True,True
follower,5,0.310711671967443,True,True
british,5,0.30985335243162127,True,True
devastating,5,0.3085747278686297,True,True
russia,5,0.3081508614841948,True,True
teeter,5,0.307868930229406,True,True
brunt,5,0.3067463452513589,True,True
racing,5,0.30632748360559015,True,True
coal,5,0.3061881171435311,True,True
kerry,5,0.3053545741749008,True,True
fracking,5,0.3045255572314396,True,True
speedy,5,0.29884612854417475,True,True
testing,5,0.2984485505461115,True,True
mali,5,0.296476423560124,True,True
government,5,0.29608512163725537,True,True
marathon,5,0.29569485126602874,True,True
israeli,5,0.29504668192962796,True,True
growth,5,0.2938871098172408,True,True
reason,5,0.29210133744855965,True,True
bike,5,0.2918479971732357,True,True
providence,5,0.291342632675966,True,True
leonardo,5,0.2869942351733396,True,True
letter,5,0.28553308505790476,True,True
official,5,0.2854119938428675,True,True
decide,5,0.2846875979194084,True,True
month,5,0.28444694906233364,True,True
scholar,5,0.28348840837467626,True,True
continental,5,0.28336904483430797,True,True
green,5,0.2817084476691007,True,True
victorian,5,0.2736890937297607,True,True
healer,5,0.2720297014880685,True,True
california,5,0.27191979049756826,True,True
resources,5,0.27191979049756826,True,True
breakfast,5,0.2687705596970773,True,True
vibe,5,0.26527452955517594,True,True
heated,5,0.26166465065376415,True,True
jail,5,0.2282908688878838,True,True
ordeal,5,0.2282908688878838,True,True
lebanon,5,0.2282908688878838,True,True
debt,4,0.3339957724473854,True,True
elite,4,0.3287745390725361,True,True
miami,4,0.32765408056547296,True,True
underground,4,0.32654123313026756,True,True
damage,4,0.32559336307763975,True,True
constitution,4,0.3244944462302225,True,True
fishery,4,0.3240257493892544,True,True
perez,4,0.3218562800007085,True,True
marissa,4,0.3218562800007085,True,True
music,4,0.32154872502698584,True,True
environment,4,0.31986762427827065,True,True
september,4,0.31820401015672883,True,True
petri,4,0.3144866735894773,True,True
foreign,4,0.3144866735894773,True,True
dish,4,0.3144866735894773,True,True
priority,4,0.3118635224659321,True,True
afghanistan,4,0.30590976430976424,True,True
malaria,4,0.30480139559849706,True,True
arctic,4,0.30425021766793914,True,True
technology,4,0.2993778832212996,True,True
verge,4,0.29792008919056284,True,True
extinction,4,0.29699977117452847,True,True
airstrip,4,0.2963458747166365,True,True
kidnap,4,0.2963458747166365,True,True
life,4,0.2951760883690708,True,True
idea,4,0.29401550086565376,True,True
rana,4,0.2935026085832889,True,True
disaster,4,0.2935026085832889,True,True
dilma,4,0.2922281725929142,True,True
aggressive,4,0.29109060617711136,True,True
turnaround,4,0.29083901533339734,True,True
river,4,0.29046244345337996,True,True
netflix,4,0.2887179242734798,True,True
quake,4,0.2819444832348058,True,True
building,4,0.2812375601677733,True,True
satire,4,0.2800671999506789,True,True
rebuild,4,0.2779849159361757,True,True
politic,4,0.27741198742023143,True,True
susan,4,0.27741198742023143,True,True
poetry,4,0.2738004399843293,True,True
monthly,4,0.27049898773371445,True,True
hall,4,0.27006479995244037,True,True
loom,4,0.2690929554104284,True,True
neutral,4,0.267382392324784,True,True
overwhelm,4,0.2672762039243373,True,True
indigenous,4,0.26537913307629396,True,True
election,4,0.2651700084639407,True,True
remarkably,4,0.26330261403813826,True,True
occasion,4,0.26319964078274594,True,True
slowdown,4,0.26319964078274594,True,True
keitel,4,0.25677278957706273,True,True
variability,4,0.23040105494059618,True,True
single,3,0.3303885525191367,True,True
requirement,3,0.3295795697754561,True,True
action,3,0.31926066483941246,True,True
nature,3,0.3188069547520045,True,True
revolt,3,0.31805363018973604,True,True
investor,3,0.31805363018973604,True,True
burundi,3,0.3171543268055992,True,True
lunch,3,0.3133154010621422,True,True
lgbt,3,0.3120081045347619,True,True
senate,3,0.3030173261960745,True,True
record,3,0.30098456237991117,True,True
nightclub,3,0.2989788900406404,True,True
defender,3,0.29858095895362974,True,True
granddaughter,3,0.29831625952193325,True,True
scandal,3,0.29805202899977035,True,True
kenyan,3,0.2977882661422484,True,True
syria,3,0.29765655969990334,True,True
east,3,0.29660708747531134,True,True
street,3,0.2946591425050269,True,True
union,3,0.2874846140459126,True,True
power,3,0.2866275474793362,True,True
readiness,3,0.2856542790668427,True,True
traffic,3,0.2811200841610198,True,True
nasdaq,3,0.28100270625531587,True,True
graphic,3,0.2800671999506789,True,True
john,3,0.27844496544537917,True,True
word,3,0.2779849159361757,True,True
minnesota,3,0.2741350230067134,True,True
free,3,0.2723599682239909,True,True
controversial,3,0.2715905897826802,True,True
real,3,0.26812808027150653,True,True
negotiation,3,0.26653524019068575,True,True
emission,3,0.26350880245946806,True,True
fishing,3,0.2626859802816087,True,True
income,3,0.2617664260915914,True,True
presidency,3,0.2609544325248086,True,True
principal,3,0.26075222064373554,True,True
news,3,0.2577562165765919,True,True
price,3,0.2576575350235381,True,True
thai,3,0.25272304974896037,True,True
democratic,3,0.25046575417993355,True,True
ryan,3,0.23755788262671423,True,True
journalistic,3,0.23597527401173965,True,True
industry,3,0.23597527401173965,True,True
muddy,3,0.2316700452604067,True,True
bankruptcy,3,0.2316700452604067,True,True
icehouse,3,0.22945839805028348,True,True
textile,3,0.22621898537192656,True,True
mill,3,0.22621898537192656,True,True
celebrity,3,0.22448348281570427,True,True
early,2,0.3234029223841814,True,True
musical,2,0.2942726197995109,True,True
body,2,0.2936306638226359,True,True
northern,2,0.2907133829293656,True,True
remember,2,0.2887179242734798,True,True
manslaughter,2,0.2811200841610198,True,True
harriet,2,0.2793696477714742,True,True
tubman,2,0.2793696477714742,True,True
rally,2,0.27548157244432314,True,True
elliott,2,0.275368854943323,True,True
plantain,2,0.2752562296447777,True,True
night,2,0.2749189058339385,True,True
biodiversity,2,0.27280157336095723,True,True
civil,2,0.26653524019068575,True,True
cold,2,0.26537913307629396,True,True
eruption,2,0.2621743207952791,True,True
special,2,0.2617664260915914,True,True
long,2,0.26146133701689256,True,True
journey,2,0.26146133701689256,True,True
arizona,2,0.26115695827764124,True,True
italy,2,0.2599464972891006,True,True
pope,2,0.2599464972891006,True,True
space,2,0.2569688741815508,True,True
britain,2,0.2568707944585807,True,True
celsius,2,0.25569965101879993,True,True
taxi,2,0.23605804331163852,True,True
consultant,2,0.23271143896316787,True,True
editor,2,0.22218602888130784,True,True
display,1,0.27028171947047447,True,True
risk,1,0.23547987455615166,True,True
fine,1,0.227211843849251,True,True
pacific,1,0.22277440631627987,True,True
